Close,High,Low,Open,Volume,symbol,name,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^N225,^N225,^N225,^N225,^N225,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS,^STOXX50E,^STOXX50E,^STOXX50E,^STOXX50E,^STOXX50E,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^HSI,^HSI,^HSI,^HSI,^HSI,399001.SZ,399001.SZ,399001.SZ,399001.SZ,399001.SZ,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,TASI.SR,TASI.SR,TASI.SR,TASI.SR,TASI.SR,TASI.SR
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7725.0,7759.7001953125,7697.5,7697.5,432594200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7722.7001953125,7746.0,7708.7001953125,7725.0,327536200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7733.2001953125,7746.89990234375,7719.0,7722.7001953125,235460600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7721.5,7764.39990234375,7689.0,7733.2001953125,678041300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7682.2998046875,7744.60009765625,7650.2998046875,7721.5,857615300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7723.10009765625,7728.2001953125,7678.7998046875,7682.2998046875,963235800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7689.60009765625,7723.10009765625,7642.89990234375,7723.10009765625,701524000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7694.2001953125,7694.2001953125,7636.10009765625,7689.60009765625,1055586300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7684.0,7717.5,7675.10009765625,7694.2001953125,703141300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7651.7998046875,7684.0,7647.39990234375,7684.0,668838800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7576.60009765625,7693.89990234375,7576.60009765625,7651.7998046875,1306895000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7624.89990234375,7655.2001953125,7576.60009765625,7576.60009765625,794125500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7594.89990234375,7637.7998046875,7578.2998046875,7624.89990234375,740769500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7558.2998046875,7594.89990234375,7538.89990234375,7594.89990234375,1128049600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7446.2998046875,7558.2998046875,7404.10009765625,7558.2998046875,838880100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7459.10009765625,7471.7001953125,7426.60009765625,7446.2998046875,883212400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7461.89990234375,7521.10009765625,7450.89990234375,7459.10009765625,1242202400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7487.7001953125,7503.60009765625,7456.0,7461.89990234375,787927500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7485.7001953125,7525.10009765625,7465.10009765625,7487.7001953125,1048392200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7527.7001953125,7538.89990234375,7485.7001953125,7485.7001953125,869218500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7529.7001953125,7544.5,7507.0,7527.7001953125,735927500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7635.10009765625,7651.7998046875,7529.7001953125,7529.7001953125,1046240900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7632.7001953125,7664.89990234375,7630.7998046875,7635.10009765625,636218800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7666.2998046875,7684.2001953125,7632.7001953125,7632.7001953125,748149200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7630.60009765625,7689.7001953125,7630.60009765625,7666.2998046875,952428700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7622.2001953125,7673.7001953125,7607.89990234375,7630.60009765625,936217800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7615.5,7670.89990234375,7609.2998046875,7622.2001953125,859451400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7612.89990234375,7667.7998046875,7598.7001953125,7615.5,1350635500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7681.0,7693.60009765625,7612.89990234375,7612.89990234375,1499137700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7628.7998046875,7694.89990234375,7626.2001953125,7681.0,985234500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7595.5,7653.39990234375,7593.60009765625,7628.7998046875,709573100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7572.60009765625,7608.7001953125,7557.39990234375,7595.5,1091499500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7573.7001953125,7590.5,7555.5,7572.60009765625,839183300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7512.2998046875,7585.2998046875,7493.0,7573.7001953125,1188999800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7568.39990234375,7590.10009765625,7512.2998046875,7512.2998046875,1209576400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7597.5,7612.2998046875,7562.10009765625,7568.39990234375,850537300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7711.7001953125,7720.7001953125,7597.5,7597.5,1074369500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7728.5,7733.5,7692.5,7711.7001953125,619639600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7719.2001953125,7748.7001953125,7706.0,7728.5,889469600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7662.5,7719.2001953125,7642.7998046875,7719.2001953125,1271802800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7684.5,7702.89990234375,7651.7001953125,7662.5,1408725800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7706.2998046875,7713.39990234375,7675.2001953125,7684.5,1080901500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7684.2998046875,7710.7998046875,7676.7998046875,7706.2998046875,1210391900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7683.0,7698.2998046875,7669.7001953125,7684.2998046875,1132154000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7625.0,7693.2001953125,7620.39990234375,7683.0,1227847900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7630.0,7677.7001953125,7622.89990234375,7625.0,2026489200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7682.5,7695.60009765625,7630.0,7630.0,1307043500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7640.2998046875,7682.60009765625,7623.2001953125,7682.5,1075053400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7646.2001953125,7654.7998046875,7598.5,7640.2998046875,906735400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7679.2998046875,7701.2998046875,7639.0,7646.2001953125,1392688900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7692.5,7711.7998046875,7645.10009765625,7679.2998046875,1470190800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7659.7001953125,7693.89990234375,7646.2001953125,7692.5,927297500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7669.2001953125,7669.2001953125,7612.60009765625,7659.7001953125,1203377500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7747.7998046875,7764.60009765625,7669.2001953125,7669.2001953125,1136566100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7772.2001953125,7785.7001953125,7738.7001953125,7747.7998046875,1336746300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7743.2001953125,7778.39990234375,7719.10009765625,7772.2001953125,973121100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7727.39990234375,7761.10009765625,7727.39990234375,7743.2001953125,2813498300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7722.60009765625,7750.2001953125,7714.89990234375,7727.39990234375,1034442400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7738.2998046875,7739.7001953125,7699.60009765625,7722.60009765625,1085005200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7737.39990234375,7749.39990234375,7711.5,7738.2998046875,1032409800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7882.60009765625,7901.7998046875,7737.39990234375,7737.39990234375,1352537800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7930.89990234375,7961.39990234375,7882.2001953125,7882.60009765625,1056237300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7917.60009765625,7939.39990234375,7891.7001953125,7930.89990234375,1070739800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7931.0,7934.39990234375,7892.10009765625,7917.60009765625,1278455500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7932.0,7938.10009765625,7893.0,7931.0,1017867800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7952.60009765625,7975.39990234375,7931.39990234375,7932.0,1051189700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7935.10009765625,8015.60009765625,7928.60009765625,7952.60009765625,1126449500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7937.39990234375,7937.39990234375,7882.7001953125,7935.10009765625,1131676800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7975.89990234375,7990.39990234375,7937.39990234375,7937.39990234375,1138495500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7911.2001953125,7975.89990234375,7884.5,7975.89990234375,951509100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7943.5,7953.2001953125,7887.89990234375,7911.2001953125,847327700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7934.7998046875,7962.7998046875,7917.5,7943.5,1000931200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7961.2001953125,7999.7998046875,7916.5,7934.7998046875,1207706000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7923.7998046875,7970.10009765625,7886.89990234375,7961.2001953125,1197883800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7995.60009765625,8045.0,7923.7998046875,7923.7998046875,937766700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7965.5,8009.5,7952.10009765625,7995.60009765625,820441500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7820.39990234375,7965.5,7793.89990234375,7965.5,1058250300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7848.0,7893.60009765625,7798.60009765625,7820.39990234375,939573900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7877.10009765625,7898.7998046875,7845.89990234375,7848.0,1222486300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,7895.89990234375,7900.5,7809.7001953125,7877.10009765625,982567400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8023.89990234375,8042.7998046875,7895.89990234375,7895.89990234375,1085332800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8044.7998046875,8076.5,8021.7001953125,8023.89990234375,1082600700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8040.39990234375,8092.2001953125,8031.7998046875,8044.7998046875,1420290700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8078.89990234375,8105.60009765625,8030.10009765625,8040.39990234375,1224259900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8139.7998046875,8146.7998046875,8078.89990234375,8078.89990234375,904872200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8147.0,8189.10009765625,8136.7001953125,8139.7998046875,759963000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8144.10009765625,8200.0,8138.10009765625,8147.0,868339500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8121.2001953125,8179.0,8111.39990234375,8144.10009765625,562235500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8172.2001953125,8178.7998046875,8119.89990234375,8121.2001953125,919730600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8213.5,8248.7001953125,8172.2001953125,8172.2001953125,658456400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8313.7001953125,8335.7001953125,8213.5,8213.5,1220562500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8354.099609375,8365.2998046875,8313.7001953125,8313.7001953125,1272316300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8381.400390625,8396.2998046875,8349.7998046875,8354.099609375,1079046000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8433.7998046875,8455.7998046875,8381.400390625,8381.400390625,698222200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8415.0,8446.5,8409.2001953125,8433.7998046875,974791500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8428.099609375,8448.7001953125,8407.0,8415.0,1160778700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8445.7998046875,8474.400390625,8427.900390625,8428.099609375,1112620600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8438.7001953125,8455.7001953125,8406.7001953125,8445.7998046875,889766900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8420.2998046875,8441.7001953125,8401.400390625,8438.7001953125,1034395100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8424.2001953125,8451.599609375,8418.0,8420.2998046875,739021000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8416.5,8424.2001953125,8379.099609375,8424.2001953125,1001396500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8370.2998046875,8416.5,8343.400390625,8416.5,1286558300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8339.2001953125,8385.2001953125,8332.2998046875,8370.2998046875,1229161600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8317.599609375,8339.2001953125,8263.7998046875,8339.2001953125,779070900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8254.2001953125,8335.5,8241.2998046875,8317.599609375,1202410100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8183.10009765625,8255.400390625,8180.0,8254.2001953125,1014436000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8231.099609375,8236.2998046875,8148.5,8183.10009765625,985401500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8275.400390625,8289.2001953125,8231.099609375,8231.099609375,2232006600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8262.7998046875,8371.7001953125,8258.900390625,8275.400390625,1095687900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8232.0,8263.400390625,8200.2998046875,8262.7998046875,1127695300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8247.0,8276.599609375,8232.0,8232.0,879057500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8285.2998046875,8287.099609375,8247.0,8247.0,857611200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8245.400390625,8297.0,8210.2001953125,8285.2998046875,779890300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8228.5,8245.400390625,8183.5,8245.400390625,654032500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8147.7998046875,8261.7001953125,8114.7998046875,8228.5,1117142300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8215.5,8243.2001953125,8147.7998046875,8147.7998046875,1301184800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8163.7001953125,8215.5,8147.39990234375,8215.5,834387100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8146.89990234375,8178.2001953125,8112.89990234375,8163.7001953125,805001800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8142.2001953125,8187.2998046875,8120.89990234375,8146.89990234375,834637300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8191.2998046875,8200.0,8142.2001953125,8142.2001953125,756939400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8205.099609375,8212.7001953125,8164.5,8191.2998046875,697498200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8272.5,8272.5,8203.599609375,8205.099609375,927926100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8237.7001953125,8282.7001953125,8188.10009765625,8272.5,1819197400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8281.599609375,8307.900390625,8217.400390625,8237.7001953125,895710300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8247.7998046875,8294.2001953125,8245.7001953125,8281.599609375,859380400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8225.2998046875,8302.0,8205.0,8247.7998046875,1093912900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8179.7001953125,8232.900390625,8179.7001953125,8225.2998046875,754106600.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8164.10009765625,8237.400390625,8162.7001953125,8179.7001953125,819548300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8166.7998046875,8225.099609375,8164.10009765625,8164.10009765625,0.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8121.2001953125,8166.7998046875,8106.7998046875,8166.7998046875,757009000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8171.10009765625,8178.0,8121.2001953125,8121.2001953125,859717100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8241.2998046875,8258.0,8171.0,8171.10009765625,559314100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8203.900390625,8279.7998046875,8182.7001953125,8241.2998046875,1000832900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8193.5,8232.7998046875,8175.2998046875,8203.900390625,704970200.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8139.7998046875,8217.099609375,8132.5,8193.5,1039860100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8193.5,8194.900390625,8138.2001953125,8139.7998046875,685247000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8223.2998046875,8231.7998046875,8190.7998046875,8193.5,582695700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8252.900390625,8276.2998046875,8223.2998046875,8223.2998046875,517847100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8183.0,8252.900390625,8174.60009765625,8252.900390625,549833100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8164.89990234375,8183.0,8126.10009765625,8183.0,565898400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8187.5,8204.2998046875,8132.0,8164.89990234375,746457300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8204.900390625,8267.7998046875,8187.5,8187.5,541507400.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8155.7001953125,8184.2998046875,8135.10009765625,8150.10009765625,665426100.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8198.7998046875,8240.400390625,8155.7001953125,8155.7001953125,782317000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8167.39990234375,8228.099609375,8151.5,8198.7998046875,882774300.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8153.7001953125,8170.7001953125,8112.0,8167.39990234375,614501800.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8186.39990234375,8187.5,8056.0,8153.7001953125,1025703700.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8285.7001953125,8290.2998046875,8181.2001953125,8186.39990234375,659245500.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8292.400390625,8368.400390625,8285.7001953125,8285.7001953125,780780900.0,,,,,,,,,,,,,,,,,,,,,
,,,,,^FTSE,London,,,,,,,,,,,,,,,,,,,,,8274.400390625,8297.900390625,8235.599609375,8292.400390625,706783100.0,,,,,,,,,,,,,,,,,,,,,
